Easting,Northing,Height
557609.685,8572585.806,
557571.546,8572553.474,
557526.837,8572533.164,
557479.008,8572518.591,
557431.179,8572504.018,
557383.350,8572489.445,
557335.521,8572474.872,
557287.244,8572461.859,
557238.956,8572448.887,
557190.668,8572435.916,
557142.380,8572422.944,
557094.092,8572409.973,
557045.804,8572397.001,
556998.820,8572395.544,
556954.820,8572419.293,
556910.820,8572443.042,
556866.821,8572466.791,
556822.821,8572490.539,
556778.821,8572514.288,
556742.648,8572545.784,
556719.510,8572590.108,
556696.372,8572634.433,
556701.581,8572673.884,
556738.629,8572707.461,
556775.678,8572741.038,
556812.978,8572774.192,
556860.807,8572788.765,
556908.636,8572803.338,
556956.466,8572817.911,
557004.295,8572832.484,
557052.805,8572841.896,
557102.774,8572840.139,
557152.743,8572838.383,
555242.996,8572791.100,
555248.705,8572840.070,
555251.794,8572847.711,
555244.859,8572798.194,
557839.245,8574016.464,
557853.233,8574063.991,
557868.214,8574111.694,
557896.462,8574152.742,
557928.933,8574172.202,
557967.897,8574140.868,
558006.861,8574109.534,
558043.558,8574075.630,
558079.525,8574040.897,
558103.608,8573997.273,
558126.745,8573952.949,
558148.332,8573908.831,
558099.613,8573920.011,
558050.902,8573931.289,
558003.123,8573945.399,
557957.250,8573965.291,
557911.378,8573985.184,
557865.505,8574005.077,
557864.720,8574093.893,
557849.739,8574046.190,
557859.574,8574009.829,
557905.446,8573989.936,
557951.319,8573970.044,
557997.191,8573950.151,
558044.564,8573934.809,
558093.275,8573923.531,
558141.986,8573912.253,
558125.135,8573951.712,
558101.997,8573996.037,
558077.925,8574039.662,
